Date,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS
2015-01-01,217.23533630371094,294.0238952636719,367.7708740234375,189.9998016357422,1006.8563842773438
2015-01-02,220.25869750976562,302.3697204589844,374.998046875,189.49693298339844,1020.26513671875
2015-01-05,218.3990478515625,302.9956359863281,371.77557373046875,187.4212646484375,1004.76025390625
2015-01-06,214.99920654296875,290.1430358886719,364.00811767578125,178.91525268554688,967.718505859375
2015-01-07,215.626708984375,282.2979431152344,365.74981689453125,182.80982971191406,956.2872924804688
2015-01-08,220.15602111816406,289.9761657714844,367.5939025878906,180.18849182128906,966.6106567382812
2015-01-09,222.6202850341797,285.3024597167969,386.4070129394531,184.09376525878906,993.7052612304688
2015-01-12,220.65798950195312,289.2249755859375,394.1373291015625,181.953857421875,992.6766357421875
2015-01-13,219.81375122070312,284.5096130371094,389.0986328125,180.423828125,988.0091552734375
2015-01-14,219.93923950195312,281.1712341308594,396.5028991699219,178.66917419433594,997.521728515625
2015-01-15,226.6134033203125,294.48284912109375,397.5460510253906,184.93899536132812,1004.305419921875
2015-01-16,228.48440551757812,295.3175048828125,394.5749816894531,186.105224609375,1001.5556640625
2015-01-19,229.214599609375,301.1177978515625,391.6319274902344,188.23439025878906,993.1911010742188
2015-01-20,232.95669555664062,306.91815185546875,395.6739807128906,193.2417449951172,989.0178833007812
2015-01-21,232.72854614257812,307.50238037109375,404.1865539550781,194.03347778320312,994.2982177734375
2015-01-22,233.02516174316406,308.6290588378906,409.1319885253906,189.1117706298828,994.1995849609375
2015-01-23,237.94235229492188,309.3802185058594,412.5965881347656,189.78579711914062,990.2636108398438
2015-01-27,245.07289123535156,320.0628662109375,397.9652099609375,190.2459259033203,991.6311645507812
2015-01-28,241.49049377441406,320.5219421386719,399.4645690917969,194.0548858642578,1006.5133666992188
2015-01-29,249.85321044921875,317.3922119140625,399.6415710449219,198.88031005859375,1008.5149536132812
2015-01-30,245.8258819580078,301.0343322753906,398.9709777832031,195.85240173339844,983.7044067382812
2015-02-02,246.79562377929688,293.6483154296875,398.0302734375,194.3116455078125,996.446533203125
2015-02-03,242.8025360107422,289.2666931152344,395.0593566894531,200.63502502441406,1013.9041137695312
2015-02-04,243.6239776611328,287.6393127441406,399.1479797363281,198.75192260742188,996.48583984375
2015-02-05,245.63194274902344,280.0863037109375,408.6383361816406,197.66058349609375,1011.58642578125
2015-02-06,240.38385009765625,274.8701477050781,415.47442626953125,194.7075653076172,1020.8403930664062
2015-02-09,237.3262939453125,267.1085510253906,418.9018859863281,191.88290405273438,995.9312744140625
2015-02-10,240.6005859375,276.2889709472656,424.37811279296875,188.7373046875,967.4945678710938
2015-02-11,241.50192260742188,279.335205078125,425.5982666015625,192.73886108398438,974.9257202148438
2015-02-12,245.51779174804688,283.0491027832031,430.5064392089844,194.54705810546875,975.8174438476562
2015-02-13,243.19039916992188,286.97161865234375,427.6937255859375,196.33383178710938,1006.176025390625
2015-02-16,243.5897216796875,282.1310729980469,424.46197509765625,193.188232421875,1024.4267578125
2015-02-18,245.2439727783203,285.7614440917969,427.768310546875,192.942138671875,1044.5802001953125
2015-02-19,246.3848876953125,282.5483093261719,433.02099609375,193.0277557373047,1062.57373046875
2015-02-20,244.84471130371094,276.20550537109375,425.2723388671875,186.83279418945312,1060.393798828125
2015-02-23,243.5782928466797,274.5780334472656,422.0124816894531,182.199951171875,1068.75634765625
2015-02-24,243.61253356933594,272.1159973144531,423.3536376953125,180.06007385253906,1071.967041015625
2015-02-25,240.1442413330078,269.15325927734375,431.6985168457031,180.423828125,1059.066162109375
2015-02-26,236.88133239746094,268.15179443359375,420.61553955078125,180.17776489257812,1052.8240966796875
2015-02-27,240.49790954589844,279.7942199707031,422.0404968261719,183.0773162841797,1055.1622314453125
2015-03-02,247.01235961914062,291.3114318847656,426.87408447265625,184.93899536132812,1057.95654296875
2015-03-03,247.19493103027344,290.97760009765625,428.0197448730469,192.76026916503906,1100.2049560546875
2015-03-04,243.07635498046875,291.5618591308594,423.6982727050781,189.9890899658203,1088.3150634765625
