Date,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS
2015-01-02,0.013917446661752209,0.028384853509366037,0.01965129204631344,-0.0026466798807918135,0.013317442935051993
2015-01-05,-0.008443024857716086,0.002070033753358791,-0.008593306475554563,-0.010953572188647454,-0.015196915247310039
2015-01-06,-0.015567106825962407,-0.04241843304382176,-0.02089286280092939,-0.045384455060881734,-0.036866255311021945
2015-01-07,0.002918626777726363,-0.027038707820123853,0.00478478125672277,0.02176771945325484,-0.011812539813687684
2015-01-08,0.02100533906547386,0.027199003193288274,0.005041931966000446,-0.014339151755438428,0.010795254040274038
2015-01-09,0.01119326150381772,-0.016117552427983406,0.05117905987862348,0.0216732677987741,0.028030525324038047
2015-01-12,-0.008814540561410622,0.013748622682868916,0.020005631117571587,-0.011624010372681015,-0.0010351414331927211
2015-01-13,-0.0038260036863180247,-0.01630344177322629,-0.012784113345843728,-0.008408886288832518,-0.004701914299876986
2015-01-14,0.0005708845809377916,-0.0117338000309134,0.01902927878184002,-0.009725178480574193,0.009628021351234084
2015-01-15,0.030345489206350162,0.04734344546796354,0.002630880777044986,0.03509179014938857,0.006800545003009084
2015-01-16,0.00825636158255394,0.0028343102636021467,-0.007473522446705738,0.006306021322157296,-0.0027379677584423723
2015-01-19,0.0031958158813629733,0.019640870835109014,-0.007458795756936865,0.011440654897695968,-0.008351570749800308
2015-01-20,0.016325731230222074,0.019262740513151577,0.010321051321223074,0.026601699771459986,-0.004201827592820617
2015-01-21,-0.0009793640552693272,0.0019035319745446255,0.021514109234199053,0.004097110529124759,0.005338967638313541
2015-01-22,0.0012745131850058211,0.003663966651045847,0.01223552471481315,-0.02536524732510037,-9.919842028971448e-05
2015-01-23,0.021101543348256202,0.00243385917968042,0.008468170924161189,0.0035641699457036324,-0.003958937602300816
2015-01-27,0.02996750629577538,0.03452918792503801,-0.03546170422778461,0.002424463743674332,0.001380999661067639
2015-01-28,-0.014617681469702881,0.0014343304900350518,0.003767563327976786,0.020021243255811783,0.015007799956730183
2015-01-29,0.03462958952999884,-0.009764480408818055,0.0004430980037288812,0.024866285498791107,0.0019886342102206633
2015-01-30,-0.01611877823771035,-0.051538377517281186,-0.0016779867518921243,-0.015224776773041238,-0.02460106990591404
2015-02-02,0.003944832063918824,-0.02453546341334345,-0.0023578265038974866,-0.007866925357817522,0.012953206651877824
2015-02-03,-0.016179734905370946,-0.014921326240341704,-0.007464047200202217,0.032542462908366154,0.01751983672449331
2015-02-04,0.003383167506760598,-0.0056258823080106435,0.010349389218716754,-0.009385711277295927,-0.017179409462126483
2015-02-05,0.008242066758648914,-0.026258611735460624,0.023776536340185617,-0.005490961279824957,0.015153838954568455
2015-02-06,-0.021365676599844674,-0.01862338835119437,0.01672894949545789,-0.014939843524922725,0.009147974952322446
2015-02-09,-0.01271947408738816,-0.02823732131149903,0.008249508273159956,-0.014507198271521471,-0.024400600545910645
2015-02-10,0.013796583335776491,0.03436962196317839,0.013072814875842775,-0.01639332790361503,-0.02855288037791459
2015-02-11,0.003746194824961968,0.011025536489622567,0.0028751572520164803,0.02120172481592819,0.007680820741042149
2015-02-12,0.016628725342088035,0.013295487419995755,0.011532407419358348,0.009381590258004335,0.0009146580240144697
2015-02-13,-0.009479527172162716,0.01385807561504615,-0.006533499541179877,0.009184274997733333,0.031110923189961337
2015-02-16,0.0016420159312564575,-0.016867680772853832,-0.007556226091121054,-0.01602168783954283,0.018138707305006108
2015-02-18,0.0067911366999635625,0.012867675492713726,0.007789473835572824,-0.001273854762864568,0.01967289728535304
2015-02-19,0.0046521629219546945,-0.011244115789787346,0.012279276929513028,0.0004437447724952026,0.01722560916823146
2015-02-20,-0.006251099269960925,-0.022448564531157844,-0.01789441458142338,-0.032093630909134196,-0.0020515580030980862
2015-02-23,-0.005172333313993249,-0.005892250126012355,-0.007665340253301567,-0.02479673355888634,0.00788626719372254
2015-02-24,0.00014057378535703435,-0.00896661725594794,0.003178000803413017,-0.01174466461474144,0.0030041396866704595
2015-02-25,-0.01423692034852142,-0.01088777604532265,0.01971136753617886,0.0020201828460808535,-0.012034771977715963
2015-02-26,-0.013587287862640074,-0.0037207977582692786,-0.025672956617738718,-0.0013638067376078311,-0.005893933403796958
2015-02-27,0.015267463720481267,0.04341729490082735,0.0033877903724444103,0.016092725943904762,0.0022208218571353466
2015-03-02,0.02708734593802742,0.04116315167364237,0.011452900095687335,0.010168813455068815,0.0026482292866092383
2015-03-03,0.0007391185259486566,-0.001145961848972088,0.002683836855090327,0.04229110138956882,0.03993397778644425
2015-03-04,-0.016661247998245976,0.0020079175613760825,-0.010096431811225215,-0.014376298659585784,-0.01080697965655586
2015-03-05,0.018586272207118837,-0.0045802242623665945,-0.01189182025454949,-0.0032662108845585847,-0.01804457574171303
2015-03-09,-0.024053119570554893,-0.04299053431390076,-0.02560515829482246,-0.01728912964284879,-0.018412718066762812
2015-03-10,-0.0060906001638540985,0.0025541423010837505,0.003630107154928064,-0.01207382060072526,-0.0015492112847003137
2015-03-11,0.0037051153362244182,-0.002997192187222608,-0.007188336763715997,-0.0037246527408902885,-0.013679340501244086
2015-03-12,-0.0017511179328301152,0.016684269167892785,0.016542711450560965,0.009171290702757018,0.00479585646320424
2015-03-13,-0.011331403623177971,-0.02365462886037495,0.0009466165713956087,-0.015860189156992388,-0.014012899450425609
2015-03-16,0.008536036678853831,0.0037854127337948462,0.020829702423546426,-0.009410718666971407,-0.007763695123847891
2015-03-17,0.006181447136928808,0.010257961553660433,-0.011536825488266511,0.017515679917232907,0.008351364216630186
2015-03-18,0.005198258912556097,-0.00014906049300689173,-0.004909653196740638,0.013771279798375335,-0.009423873809677463
2015-03-19,-0.010672102923010574,-0.013739637795624704,0.00042599430944489924,-0.014389995752703277,0.014417142438344133
2015-03-20,0.0035167002746601117,-0.03513026468653879,0.012105294859100502,-0.0023944392440504725,0.005662048084285276
